0,096	300
0,177	320
0,26	330
0,385	340
0,581	350
0,796	360
1,062	370
1,336	380
1,548	390
1,63	400
1,51	410
1,222	420
0,877	430
0,535	440
0,293	450
0,146	460
0,055	470
0,017	490
0,004	500
0,024	600
0,004	700
